Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Chokis chocolate,10,Chokis,19 gr,Dulces,2000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702189011251_34.jpg
Halls 3 gr negro,2,Halls,3 gr,Mentas,1200,https://m.media-amazon.com/images/I/51aCNQ0Sd5L.jpg
Barra halls 25 gr naranja,1,Halls,25 gr,Mentas,2000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/6/7622201776459_39.jpg
Halls sandía patilla,2,Halls,25 gr,Mentas,2000,https://mercadoslpineda.co/6952-large_default/halls-tubo-x-9und-sandia.jpg
Halls mentol cereza,5,Halls,25 gr,Mentas,2000,"https://m.media-amazon.com/images/I/81YBA3jyVKL._AC_UF350,350_QL80_.jpg"
Halls barra bluebarry,5,Halls,25 gr,Mentas,2000,https://licoresmedellin.com/cdn/shop/files/CARAMELO_HALLS_BARRA_AZUL_MENTA_9UNDS.jpg
Barra halls negros,1,Halls,25 gr,Mentas,2000,https://licoresmedellin.com/cdn/shop/files/CARAMELO_HALLS_BARRA_NEGRO_9UNDS_0e27ebb3-c9d5-446e-87cf-822f30182be8.jpg
Barra halls yerbabuena,3,Halls,25 gr,Mentas,2000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702133815782_40.jpg
Trident yerbabuena,10,Trident,5.1 gr,Chicles,2000,https://locatelcolombia.vtexassets.com/arquivos/ids/237252/7622201776572_1_CHICLE-TRIDENT-YERBABUENA-X-8.5G.jpg
Trident Sandia,7,Trident,5.1 gr,Chicles,2000,https://www.drogueriaspatria.com/wp-content/uploads/2024/04/7622201776626-1.jpg
Trident mora azul,8,Trident,5 gr,Chicles,2000,https://locatelcolombia.vtexassets.com/arquivos/ids/237246/7622201776695_1_CHICLE-TRIDENT-MORA-AZUL-X-8.5G.jpg
Trident menta,2,Trident,5 gr,Chicles,2000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/6/7622201776664_40.jpg
Trident fresh herbal,1,Trident,5.1 gr,Chicles,2000,https://locatelcolombia.vtexassets.com/arquivos/ids/237250/7622201776510_1_CHICLE-TRIDENT-FRESH-HERBAL-X-8.5G.jpg
"Trident menta, fresh herbal",10,Trident,1.5 gr,Chicles,1000,https://www.farmadon.com.ve/wp-content/uploads/2024/12/Trident-Fresh-Herbal-Sin-Azucar-8.5Gr.png
Cúrcuma pura el rey,8,El Rey,25g,Condimentos,2500,https://olimpica.vtexassets.com/arquivos/ids/1015383/7702175137422-.jpg
Pimienta de olor pura el rey,1,El Rey,15g,Condimentos,2000,https://megatiendas.vtexassets.com/arquivos/ids/173359/7702175108705.jpg
Jengibre puro el rey,5,El Rey,15g,Condimentos,2000,https://megatiendas.vtexassets.com/arquivos/ids/167789/7702175157789.jpg
Ajo el rey,3,El Rey,13g,Condimentos,1500,https://olimpica.vtexassets.com/arquivos/ids/956689/7702175111231.jpg
Condimentos el rey comino,4,El Rey,13g,Condimentos,1500,https://carulla.vteximg.com.br/arquivos/ids/19580522/Comino-En-Bolsa-225309_a.jpg
Colorey el rey,4,El Rey,55g,Condimentos,3000,https://olimpica.vtexassets.com/arquivos/ids/957215/7702175111248.jpg
Pimienta,1,El Rey,25g,Condimentos,2500,https://olimpica.vtexassets.com/arquivos/ids/615463/7702175108118.jpg
El rey salsa de aji picante,8,El Rey,95ml,Salsas,3500,https://megatiendas.vtexassets.com/arquivos/ids/160098/7702175159509.png
Salsa negra Bary,5,Bary,155ml,Salsas,4000,https://exitocol.vtexassets.com/arquivos/ids/26871159/SALSA-NEGRA-FRASCO-131412_a.jpg
Salsa china Bary,6,Bary,155ml,Salsas,4000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702439003074_35.jpg
Salsa de soya Bary,5,Bary,155ml,Salsas,4000,https://exitocol.vteximg.com.br/arquivos/ids/27197258/SALSA-DE-SOYA-FRASCO-132121_a.jpg
Salsa con sabor a humo Bary,9,Bary,155ml,Salsas,4000,https://tiendaganga.com.co/public/uploads/all/4pI1Lr21NJxow5cCRTNtauVxe4oaK9kqA6EEGLnH.png
Salsa con ají Bary,10,Bary,155ml,Salsas,4000,https://exitocol.vtexassets.com/arquivos/ids/27197236/SALSA-CON-AJI-742425_a.jpg
Salsa BBQ Bary,7,Bary,170g,Salsas,4500,https://distrimarketsas.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTA0NTQwLCJwdXIiOiJibG9iX2lkIn19--0fc92982587725abc30a7aac69105f4004b65ad5/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--1420d7fd3d20057726f0ef3c0043db24ca0403be/8545b82b-6b9e-47e9-8d61-4b79b22698db.jpg
Vinagreta Bary,9,Bary,170g,Salsas,4500,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702439006891_28.jpg
Salsa de Ajo Bary,9,Bary,110g,Salsas,3500,https://villavoexpress.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDc2NTYzLCJwdXIiOiJibG9iX2lkIn19--1e94e45a641a25b527d5f3f7a8a8cf3db2eb51db/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--1420d7fd3d20057726f0ef3c0043db24ca0403be/SALSA-DE-AJO-BARY-FRASCO_F.png
Bary salsa de tomate,1,Bary,120g,Salsas,3500,https://distrimarketsas.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTA1NDY4LCJwdXIiOiJibG9iX2lkIn19--7098321b161224a2d0eccca1c7323974927e4e8d/d67cb468-b932-442f-b7ee-4d239ec898d4.jpg
Bary salsa con mostaza,2,Bary,120g,Salsas,3500,https://distrimarketsas.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTA1MzY1LCJwdXIiOiJibG9iX2lkIn19--d368264d1a05d09cf16d5f30fa09785ce1f3d335/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJ3ZWJwIiwicmVzaXplX2FuZF9wYWQiOlszMjAsMzIwLHsiZXh0ZW5kIjoid2hpdGUifV19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--a7d4729092d7300df826ec1077a67fefc8243382/salsa-con-mostaza-bary-180gr.jpg
Bary salsa rosada,2,Bary,120g,Salsas,3500,https://bary.s3.amazonaws.com/media/20240522131633/salsa-rosada-sachet-180-SV-G.png
Bary salsa BBQ,9,Bary,120g,Salsas,3500,https://distrimarketsas.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTA0NTQwLCJwdXIiOiJibG9iX2lkIn19--0fc92982587725abc30a7aac69105f4004b65ad5/8545b82b-6b9e-47e9-8d61-4b79b22698db.jpg
Bary Mayonesa,1,Bary,120g,Salsas,3500,https://distrimarketsas.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjI2MjMyLCJwdXIiOiJibG9iX2lkIn19--24e58d0c0f40ea8c586485edfa9670a9eaff6296/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJ3ZWJwIiwicmVzaXplX2FuZF9wYWQiOlszMjAsMzIwLHsiZXh0ZW5kIjoid2hpdGUifV19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--a7d4729092d7300df826ec1077a67fefc8243382/286c6bfd-2cf0-49e1-bdb2-453a30a0e5bd.jpg
Frugal Salsa de tomate,4,Frugal,80g,Salsas,2500,https://carulla.vteximg.com.br/arquivos/ids/19620177/Salsa-tomate-Plegadiza-12-und-x80g-FRUGAL-960-gr-3555300_a.jpg
La constancia Salsa de tomate,8,La Constancia,80g,Salsas,2500,https://distrimarketsas.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTEzMjg1MiwicHVyIjoiYmxvYl9pZCJ9fQ==--eff4d1161e6ee36182e55f0dec298ebf4a82e9b4/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--1420d7fd3d20057726f0ef3c0043db24ca0403be/f6db6aba-595f-4ecd-9246-fd3d868f6990.jpg
Fruco Mayonesa,3,Fruco,80g,Salsas,2500,https://carulla.vteximg.com.br/arquivos/ids/15370821/Salsa-Mayonesa-FRUCO-80-gr-3211031_a.jpg
Fruco Salsa de tomate,2,Fruco,80g,Salsas,2500,https://carulla.vteximg.com.br/arquivos/ids/19565956/Salsa-De-Tomate-FRUCO-80-gr-3211030_a.jpg
Fruco pasta de tomate,2,Fruco,200g,Salsas,4000,https://olimpica.vtexassets.com/arquivos/ids/879636/7702047028247.jpg
Frugal Mayo,3,Frugal,80g,Salsas,2500,"https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://grupodiana.co/wp-content/uploads/2025/05/Salsa-Mayo-x-170g.png"
Granunion frijol,5,Granunion,190g,Enlatados,4500,https://i.imgur.com/hP1MMzo.png
MiDia maíz tierno,5,MiDia,241g,Enlatados,4000,https://supermercadoslacanasta.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTc4MzMwNSwicHVyIjoiYmxvYl9pZCJ9fQ==--50b548dee045c6b72491ff4e13666ced23d334cf/7700149173698.jpg
Rica salchicha viena,7,Rica,150g,Enlatados,5000,https://cnutresa.vtexassets.com/arquivos/ids/164042/7702398007212_Salchichas-Viena-Rica.jpg
Alamar ensalada natural,3,Alamar,160g,Enlatados,4500,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7700618020638_41.jpg
Don magolo vinagre manzana,8,Don Magolo,250ml,Vinagres,3000,https://www.donmagolo.com/wp-content/uploads/2025/02/14-800x800.png
San Jorge vinagre blanco,7,San Jorge,500ml,Vinagres,4500,https://sanjorge.co/wp-content/uploads/2024/04/VINAGRE-BLANCO-SJ-PET-x-500-cm3.png
Don prospero vinagre blanco,8,Don Prospero,500ml,Vinagres,4200,https://exitocol.vteximg.com.br/arquivos/ids/27602686/VINAGRE-BLANCO-1494428_a.jpg
Don magolo vinagre sabor manzana,9,Don Magolo,500ml,Vinagres,5800,https://www.donmagolo.com/wp-content/uploads/2025/02/15-800x800.png
Don magolo vinagre blanco,9,Don Magolo,500ml,Vinagres,5200,https://www.donmagolo.com/wp-content/uploads/2025/02/12-800x800.png
Colmans vinagre blanco,9,Colmans,250ml,Vinagres,3800,https://colmans.co/wp-content/uploads/2023/12/VINAGRE-250ml-1.png
Finura vinagre blanco,10,Finura,1000ml,Vinagres,8500,https://freskofood57.com/wp-content/uploads/2024/01/vinagre.jpeg
El Carriel mogollas,10,El Carriel,400 gr,Panadería,2800,https://elcarriel.com.co/wp-content/uploads/mogollas-12und.jpg
Comapan pan para sándwich,1,Comapan,105 gr,Panadería,3200,https://colanta.vtexassets.com/arquivos/ids/156714/8783-1.png
Pan para hamburguesa comapan,8,Comapan,105 gr,Panadería,3500,https://comapan.com.co/wp-content/uploads/2023/11/Pan_Hamburguesax6.jpg
Santa clara 400 gr panes,3,Santa Clara,400 gr,Panadería,4200,https://carulla.vtexassets.com/arquivos/ids/19775714/Pan-Perro-SANTA-CLARA-400-gr-1062069_a.jpg
Coma pan mantequilla,4,Comapan,230 gr,Panadería,4800,https://comapan.com.co/wp-content/uploads/2023/11/Pan_Mantequilla.jpg
Caladitos comapan,1,Comapan,140 gr,Panadería,3600,https://comapan.com.co/wp-content/uploads/2023/11/MiniCaladitos-X-12.jpg
Tostados santa clara,7,Santa Clara,115 gr,Panadería,4500,https://supertiendascomunal.com/8244-large_default/tostadas-santa-clara-24-und.jpg
Tostadas el carriel mantequilla,1,El Carriel,160 gr,Panadería,5200,https://elcarriel.com.co/wp-content/uploads/tostadas-mantequilla-12und.jpg
Todtadas el Carriel normales,6,El Carriel,160 gr,Panadería,4800,https://elcarriel.com.co/wp-content/uploads/tostadas-integrales-12und.jpg
Quatro vidrio,3,Quatro,237ml,Bebidas,3200,https://storage.googleapis.com/mysinventarios-imagenes/MYS_20173610073625.jpeg
Coca-Cola,7,Coca-Cola,250ml,Bebidas,2800,https://colanta.vtexassets.com/arquivos/ids/158723/395J.png
Brisa manzana con gas,7,Brisa,237ml,Bebidas,2600,https://drinkcentral.co/wp-content/uploads/2024/04/1-10.png
Colcafe suave clásico,4,Colcafé,10g,Café,1200,https://fundafarma.com/wp-content/uploads/2023/12/Cafe-Colcafe-10-g.png
Café Buendía,9,Buendía,1.5g,Café,800,https://i.imgur.com/FZESgH1.png
Café vainilla Buendía,4,Buendía,15 gr,Café,2200,https://buendia.com/wp-content/uploads/2022/08/CAFE-BUENDIA-VAINILLA-DUMMNIE-SACHET.jpg
Tarrito rojo Kola granulada tradicional,7,Tarrito Rojo,25g,Bebidas,1800,https://www.droguerialaeconomia.com/economia/site/img/1x/041424.jpg
Diana bebida instantánea original,1,Diana,46g,Bebidas,2400,https://jumbocolombiaio.vtexassets.com/arquivos/ids/478845/7702511781111.jpg
La constancia Dulce de guayaba,8,La Constancia,200g,Conservas,4800,https://www.laconstanciacolombina.com/wp-content/uploads/2019/10/3953-DULCE-DE-GUAYABA-200g.png
San Jorge Mermelada de fresa,9,San Jorge,90g,Conservas,3200,https://sanjorge.co/wp-content/uploads/2024/05/FRENTE-7702014639797.png
Durena Colada mezcla de cereales sabor a fresa,10,Durena,30g,Cereales,2800,https://i.imgur.com/4usA2Zk.png
San romo sirope sabor a miel,9,San Romo,50g,Siropes,3500,https://www.mercaboy.com/3497-large_default/miel-de-abeja-la-reina-150ml.jpg
Tubito leche condensada,7,Tubito,45g,Conservas,2600,https://unidrogas.vtexassets.com/arquivos/ids/383855/7707226110720.jpg
Alquería arequipe,10,Alquería,50g,Dulces,3800,https://en1ya.com/wp-content/uploads/2023/07/AREQUIPE-ALQUERIA-X50g.jpg
Hit natural baby compota de pera,7,Hit Natural,90g,Compotas,4200,https://exitocol.vtexassets.com/arquivos/ids/27197464/Compota-Pera-100-Fruta-Pouch-x-90g-HIT-90-gr-3554088_a.jpg
Super ricas onditas salsa de tomate,4,Super Ricas,30g,Snacks,1800,https://carulla.vtexassets.com/arquivos/ids/20465367/Papas-SUPER-RICAS-Fritas-Onditas-Tomate-105-gr-3676455_a.jpg
Super ricas pollo,4,Super Ricas,30g,Snacks,1800,https://ivo-mucura.s3.amazonaws.com/productos/UMRVoPsmZM.jpg
Doritos mega queso,9,Doritos,43g,Snacks,3500,https://en1ya.com/wp-content/uploads/2022/09/DORITOS-MEGA-QUESO-X43g.png
Doritos sabor pizza,7,Doritos,41g,Snacks,3400,https://images.rappi.com/products/1733506337412_1733506334440_1733506335009.jpeg
Doritos,7,Doritos,105 gr,Snacks,6800,https://licoresdelasabana.com/wp-content/uploads/2019/08/Doritos-Mega-Queso.jpg
Margarita natural,7,Margarita,36g,Snacks,2200,https://licoresmedellin.com/cdn/shop/files/PAPAS_MARGARITA_NATURAL_PEQUENA_36GR.jpg
Margarita onduladas tomate,8,Margarita,35g,Snacks,2200,https://copservir.vtexassets.com/arquivos/ids/1564489/PAPA-MARGARITA-ONDULADA-TOMATE_F.png
Papas Margarita limón,1,Margarita,105 gr,Snacks,4800,https://megatiendas.vtexassets.com/arquivos/ids/170925/7702189053794.jpg
Papas Margarita pollo,10,Margarita,105 gr,Snacks,4800,https://megatiendas.vtexassets.com/arquivos/ids/170941/7702189053770.jpg
Super ricas súper crocantes,10,Super Ricas,35g,Snacks,1900,https://static.merqueo.com/images/products/large/befa2600-068a-446e-80d0-e57fa6d2642d.png
Super ricas tajaditas plátano verde,10,Super Ricas,38g,Snacks,2000,https://en1ya.com/wp-content/uploads/2022/10/TAJADITAS-PLATANO-VERDE-SUPER-RICAS-X38g.jpg
Super ricas tajamiel plátano maduro,8,Super Ricas,38g,Snacks,2000,https://static.merqueo.com/images/products/large/d1f62520-187d-4106-a5bc-efceb0a587dc.jpg
Super ricas chidos mero queso,5,Super Ricas,38g,Snacks,2000,https://en1ya.com/wp-content/uploads/2023/08/CHIDOS-MERO-QUESO-SUPER-RICAS-X38g.jpg
Super ricas fosforitos,4,Super Ricas,35g,Snacks,1900,https://mecato.shop/cdn/shop/products/fosforitound_9455d199-7da9-4a16-8ed3-84a16a2758f4_800x.jpg
Chefrito trocipollo,2,Chefrito,50g,Snacks,2800,https://ivo-mucura.s3.amazonaws.com/productos/0pX8aPE9HE.jpg
Natnack garbanzos snacks,2,Natnack,30g,Snacks,2400,https://images.openfoodfacts.org/images/products/770/930/608/8073/front_es.3.full.jpg
"Natnack mix aranadanos, lentejas y alberjas",5,Natnack,30g,Snacks,2600,https://natnack.com/wp-content/uploads/2022/01/Perfil-Mix-Arandanos-300x300.png
Natnack arvejas,5,Natnack,30g,Snacks,2400,https://natnack.com/wp-content/uploads/2022/01/Mesa-de-trabajo-34.png
Krumer chips BBQ papas fritas,5,Krumer,30g,Snacks,2200,https://krumerchips.com/wp-content/uploads/2023/09/render-papas-bbq.png
Krumer chips hot chili lime,6,Krumer,30g,Snacks,2200,https://krumerchips.com/wp-content/uploads/2024/04/hot-chili.png
Krumer chips limón,4,Krumer,30g,Snacks,2200,https://krumerchips.com/wp-content/uploads/2023/09/render-papas-limon.png
Krumer chips natural,8,Krumer,30g,Snacks,2200,https://krumerchips.com/wp-content/uploads/2023/09/render-papas-natural.png
Frito lay gudiz,8,Frito Lay,28g,Snacks,2000,https://sumafrut.com.co/wp-content/uploads/2021/05/P1620564.jpg
CheeseTris,10,No especificada,42g,Snacks,2400,https://www.confitiendas.com/wp-content/uploads/2022/03/Instagram-post-19-5.jpg
Papas Yupi,6,Yupi,35 gr,Snacks,1800,https://yupi.com.co/wp-content/uploads/2025/01/rizadas-natural.png
Chicharones artesanales,9,Don chicharron,45 gr,Snacks,3200,https://donchicharron.com.co/wp-content/uploads/2021/02/Tradicional-Natural-100gr.png
Maní Bary frutos secos y arándano,2,Bary,35 gr,Snacks,3800,https://images.rappi.com/products/1718980285353_e63ed694-7f9d-42f4-9823-e76424ec0b4c_459.jpg
Popetas mix,1,CremHelado,39.6 gr,Snacks,2800,https://supermercadolaestacion.com/33336-large_default/popetas-mix.jpg
Gomitas trululu feroz,10,Trululu,18 gr,Gomitas,1500,https://mundochuquen.com/wp-content/uploads/2023/06/Screenshot_20230608_161627.jpg
Trululu chococolores,10,Trululu,30 gr,Gomitas,2200,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702993054482.jpg
Gomitas gusano trululu,9,Trululu,No especificado,Gomitas,1800,https://stopersmarket.com/wp-content/uploads/2023/04/Gomitas-gusanos-Trululu-x-90g.png
Gomitas aros trululu,3,Trululu,6 gr,Gomitas,800,https://olimpica.vtexassets.com/arquivos/ids/901445/7702993015469.jpg
Dulces de ajonjolí,10,Sin Marca,No especificado,Dulces,1200,https://www.recetas-puertorico.com/base/stock/Recipe/dulce-de-ajonjoli-con-miel/dulce-de-ajonjoli-con-miel_web.jpg
Dulce Nutella,10,Nutella,15 gr,Dulces,2800,https://lacteoslosdiamantes.com/wp-content/uploads/2022/11/NUTELLA-15G.jpg
Pirulitos,2,Colombina,9 gr,Dulces,800,https://colombinacontentmanager-prd.s3.us-east-1.amazonaws.com/Dulces/7702011021090_A1N1_es.jpg
Pin pop gigante lengua azul,7,Pin Pop,480g (24 unidades),Dulces,18000,https://www.confipuma.com/app_data_archivos/confipuma.soomi.co/productos/producto_7100f7f49b41a415cc5cb46c645cf69dfba378de1727185018.png
Pin pop gigante surtido,5,Pin Pop,480g (24 unidades),Dulces,18000,https://www.confipuma.com/app_data_archivos/confipuma.soomi.co/productos/producto_f04bb9cda220eb2bdda2cdcad7d9cffb420902a21727185209.png
Bom boom bum Barra masticable mora azul,10,Colombina,10 gr,Dulces,1200,https://dulceriawindy.com/wp-content/uploads/2023/11/IMG_6503.jpeg
Bom boom bum Barra masticable sandía,3,Colombina,10 gr,Dulces,1200,https://dicoha.com.co/wp-content/uploads/2023/08/300Wx300H_7702011150325_A1N1_es_s0.jpg
"Bianchis caramelo, chocolate",6,Bianchis,4.6 gr,Dulces,600,https://www.confipuma.com/app_data_archivos/confipuma.soomi.co/productos/producto_fd92f0ad6c0acac728baf02f657847fd03ea67b91596572590.jpg
Caramelos Italo pequeños,10,Italo,No especificado,Dulces,800,https://supertiendascomunal.com/2679-thickbox_default/caramelo-surtido-frutas-italo-185-g.jpg
Colombina splot acid,4,Colombina,13.5g,Dulces,1400,https://dulceria.co/wp-content/uploads/2019/10/8-8.jpg
Confiteca súper hiper ácido mango biche,4,Confiteca,2g,Dulces,500,https://distribuidorabaviera.com/wp-content/uploads/2021/09/acido.png
Barrillette gamers,5,Colombina,20g,Dulces,2200,https://mercaldas.vtexassets.com/arquivos/ids/1344050/BARRILETE-gamers-x240-g_133808.jpg
Frunas limón,7,Frunas,11g,Dulces,1200,https://mecato.shop/cdn/shop/products/frunas-2_800x.jpg
Frunas manzana verde,4,Frunas,11g,Dulces,1200,https://mecato.shop/cdn/shop/products/frunas-2_800x.jpg
Frunas spaciales max,8,Frunas,5g,Dulces,800,https://mecato.shop/cdn/shop/products/frunas-2_800x.jpg
Frunas naranja,7,Frunas,11g,Dulces,1200,https://mecato.shop/cdn/shop/products/frunas-2_800x.jpg
Frunas frutas,5,Frunas,11g,Dulces,1200,https://mecato.shop/cdn/shop/products/frunas-2_800x.jpg
Frutas fresa,3,Frunas,11g,Dulces,1200,https://mecato.shop/cdn/shop/products/frunas-2_800x.jpg
Quipitos pops,3,Quipitos,8g,Dulces,1000,"https://m.media-amazon.com/images/I/41UQC5yCnaL._AC_UF894,1000_QL80_.jpg"
Dulce de panela,1,Sin Marca,No especificado,Dulces,1500,https://radionacional-v3.s3.amazonaws.com/s3fs-public/styles/portadas_relaciona_4_3/public/node/audio/field_image/discomerla-imag-recetario-blog-9.jpg
Dulces en barra de panela,9,Sin Marca,No especificado,Dulces,2000,https://laopinion.com/wp-content/uploads/sites/3/2020/03/piloncillo-panela-canva.jpg
TIC TAC naranja,1,TIC TAC,16 gr,Mentas,3200,https://exitocol.vtexassets.com/arquivos/ids/27170751/Tic-Tac-Naranja-767409_a.jpg
TIC TAC frutos,2,TIC TAC,16 gr,Mentas,3200,https://despensamarket.cl/Content/products/2277/d/3f/d3f98a63658b47b49c9a5227f66ea598_600.jpg
Chao mentas,7,Chao,14 gr,Mentas,1800,https://www.confipuma.com/app_data_archivos/confipuma.soomi.co/productos/producto_d78118b7ed01529a33fb6282f3347e88a590c7031596809598.jpg
Chao mora azul,4,Chao,3.8 gr,Mentas,800,https://assets.tuzonamarket.co/images/producto/ier70YEpLw.jpg
Chao sandía,1,Chao,20.4g (12 unidades),Mentas,4800,https://multidulces.com.co/wp-content/uploads/2023/10/CHAO-SANDIA-X100-3.8G-C1.png
Chao hierbabuena,2,Chao,20.4g (12 unidades),Mentas,4800,https://laprincipaldelicores.com/cdn/shop/files/dulceschaoyerbabuena.png
Chao cereza,6,Chao,20.4g (12 unidades),Mentas,4800,https://images.rappi.com/products/111638644857_wiepwpjppouf_454845575377_jrqykcfkytmg_17815_1.jpeg
"El rey SazonaREY sal con perejil, Cebolla, cúrcuma y especias",1,El Rey,13g,Condimentos,2200,https://exitocol.vteximg.com.br/arquivos/ids/26662041/Sazonarey-Zipper-X200-Grs-767265_a.jpg
Clavo de olor Condimentos el japonés,3,El Japonés,4g,Condimentos,1800,https://www.onesupermarket.es/cdn/shop/products/clavo-olor-gusong-onesupermarket.jpg
Clavo puro EL REY,7,El Rey,9g,Condimentos,2800,https://coopasan.com.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTUyNzc4OSwicHVyIjoiYmxvYl9pZCJ9fQ==--78c1a00923b777e0c53b8b7bab70af257edb421b/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--cef66509c9cdc75663c0eefd9421db1d2ea4fead/ME01249.png
Don Magolo Canela C,4,Don Magolo,4g,Condimentos,1600,https://i.imgur.com/lgNkzBr.png
Canela en polvo,9,El Rey,30g,Condimentos,3500,https://olimpica.vtexassets.com/arquivos/ids/605722/7702175158823.jpg
Canela en astilla EL REY,5,El Rey,11g,Condimentos,2400,https://jumbocolombiaio.vtexassets.com/arquivos/ids/192147/7702175111170-20-281-29.jpg
Refisal Sal alta pureza,1,Refisal,130g,Condimentos,1800,https://exitocol.vtexassets.com/arquivos/ids/26662153/Salero-130-gr-948753_a.jpg
Bary café tostado y molido,9,Bary,50g,Café,4200,https://bary.s3.amazonaws.com/media/20240610184537/CB50.png
Levapam polvo para hornear,8,Levapam,20g,Repostería,2200,https://productos.levapan.com/wp-content/uploads/2024/06/FRENTE-POLVO-PARA-HORNEAR-LEVAPAN-20g.png
Levapam escencia sabor artificial a vainilla blanca,4,Levapam,60ml,Repostería,3800,https://productos.levapan.com/wp-content/uploads/2024/06/FRENTE-77071385.png
Bicarbonato San romo,1,San Romo,500g,Repostería,3200,https://comfandivirtual.com.co/8842-large_default/bicarbonato-de-sodio-500gr.jpg
Maggi caldo de costilla,3,Maggi,11g,Caldos,1800,https://megatiendas.vtexassets.com/arquivos/ids/170092/7702024705550.jpg
"Ricostilla, Caldo con costilla",2,Ricostilla,9g,Caldos,1600,https://mercayahorra.com/wp-content/uploads/2020/07/Ricostilla-Desmenuzado.jpg
Maggi caldo de gallina,5,Maggi,9g,Caldos,1600,https://www.nestle.com.co/sites/g/files/pydnoa531/files/brands/culinarios/publishingimages/maggi_caldodegallina/maggi-caldo-gallina-square-thumbnail.jpg
Maggi salsa Queso,4,Maggi,12g,Salsas,2200,https://elsupertendero.co/wp-content/uploads/2020/04/001597.jpg
Completísimo caldo de gallina,7,Completísimo,9g,Caldos,1600,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702354953782.jpg
Doña gallina,5,Doña Gallina,11g,Caldos,1800,https://jumbocolombiafood.vteximg.com.br/arquivos/ids/155848/7702354002923-1.jpg
Ricostilla,5,Ricostilla,11g,Caldos,1800,https://ecommerce.surtifamiliar.com/backend/admin/backend/web/archivosDelCliente/items/images/Bases-Sopas-Cremas-y-Caldos-Caldos-CALDO-RICOSTILLA-x8und-444420201112112802.jpg
Frutiño lulo,5,Frutiño,10g,Bebidas en polvo,1200,https://megatiendas.vtexassets.com/arquivos/ids/168973/7702354955922.jpg
Frutiño piña,9,Frutiño,10g,Bebidas en polvo,1200,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702354955939.jpg
Frutiño maracumango,7,Frutiño,10g,Bebidas en polvo,1200,https://megatiendas.vtexassets.com/arquivos/ids/175545/7702354958404.jpg
Frutiño maracupiña,6,Frutiño,10g,Bebidas en polvo,1200,https://eurosuper.vtexassets.com/arquivos/ids/169821/7702354950897.jpg
Frutiño tamarindo,8,Frutiño,10g,Bebidas en polvo,1200,https://images.rappi.com/products/1729651686621_1729651685037_1729651685082.jpeg
